Review,Review Text,Description,Annotation,hallucination_groundtruth,Review Text Original,Description Original,Annotation Original,STS Score,Hallucination Confidence Score
http://linked.aub.edu.lb/actionrec/Review/ec1b63302b1ca17baf987d69b648a154 ,love new macbook pro fast enjoying features,happy features computer,enjoying features,0,I love my new MacBook Pro! It is so fast and I am enjoying all the features. ,The person is happy about all the features of the computer ,I am enjoying all the features. ,0.4612012505531311,0.53
http://linked.aub.edu.lb/actionrec/Review/a1e61ef28fceb31462fb6f11350496cc,,use work due lack port connection,i cant connect external monitor via vga,1,  ," ""The person cant use this laptop to work due to its lack of port connection."" "," ""I can^t connect it to an external monitor via VGA"" ",-0.028643898665905,1.0
http://linked.aub.edu.lb/actionrec/Review/2432ba06a519673cf50c7884bd366b23,,touchscreen feature,this computer great purchase wife,1,  ," ""The person likes this laptop because it has a touchscreen feature"" "," ""This computer was a great purchase for my wife."" ",0.04714807868003845,0.95
http://linked.aub.edu.lb/actionrec/Review/c63f530e780745ef09ab83b10b96b6c5 ,love new surface laptop use work personal reasons its great,use work personal reasons,use work personal reasons,0,I love my new Surface laptop! I use it for work and personal reasons. It^s great! ,The person likes to use this laptop for both work and personal reasons ,I use it for work and personal reasons. ,0.3147323727607727,0.68
http://linked.aub.edu.lb/actionrec/Review/0d745636c2d384e9ac9cc913a1a4b621 ,love new computer fast easy use glad decided purchase it,ease using,easy use,0,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The person likes the ease of using this laptop ,easy to use ,0.3280130624771118,0.67
http://linked.aub.edu.lb/actionrec/Review/263ea4ca321c81c3575f49141942882f,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/0650ffd179241c161683e0742a42eaf2 ,love new computer fast easy use glad decided purchase it,happy purchase,glad decided purchase,0,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The user is happy with the purchase of this laptop ,I am glad I decided to purchase it ,0.6078300476074219,0.39
http://linked.aub.edu.lb/actionrec/Review/988d77b414c32a5215f58051f172c2d2 ,like touch screen fact use tablet,touchscreen ability use tablet,like touch screen fact use tablet,0,I like the touch screen and the fact that I can use it as a tablet. ,The user likes the touchscreen and the ability to use this laptop as a tablet. ,I like the touch screen and the fact that I can use it as a tablet. ,0.7967618107795715,0.2
http://linked.aub.edu.lb/actionrec/Review/b5fd0a90b1b0785adc99652cff61940b ,love new yoga light weight easy carry around college student computer perfect needs touch screen great ease use love thin would recommend computer anyone,lightweight easy carry around,love new yoga light weight easy carry around,0,I love my new Yoga! It is so light weight and easy to carry around. I am a college student and this computer has been perfect for all of my needs. The touch screen is great for the ease of use and I love that it is so thin. I would recommend this computer to anyone. ,The person likes how lightweight and easy to carry around this laptop is ,I love my new Yoga! It is so light weight and easy to carry around. ,0.46860653162002563,0.53
http://linked.aub.edu.lb/actionrec/Review/eef418d6c1d9cbb6b495d754d7321528 ,love new laptop fast easy use glad decided purchase it,ease use,easy use,0,I love my new laptop! It is so fast and easy to use. I am glad I decided to purchase it. ,The person likes the ease of use of this laptop ,easy to use ,0.28586405515670776,0.71
http://linked.aub.edu.lb/actionrec/Review/fd087746e9718f5159a538f1d484643f ,glad bought computer fast love touch screen feature lot great features thing would say could better size hoping something smaller that love it,use computer touch screen function,love touch screen feature,0,"I am so glad I bought this computer. It is very fast and I love the touch screen feature.  It has a lot of great features.  The only thing I would say that could have been better was the size. I was hoping for something smaller. But other than that, I love it. ",The user likes to use this computer with its touch screen function ,I love the touch screen feature. ,0.46817225217819214,0.53
http://linked.aub.edu.lb/actionrec/Review/1f5f176dec36f0c17d2ed9184301e711,,like laptops touchpad doesnt sensitivity lenovo laptops,the touchpad doesnt sensitivity lenovo laptops,1,  ," ""The person dont like that this laptops touchpad doesnt have the same sensitivity as their other Lenovo laptops"" "," ""the touchpad doesn^t have the same sensitivity as my other Lenovo laptops."" ",-0.015637729316949844,1.0
http://linked.aub.edu.lb/actionrec/Review/d608a8fe1da341de20337cc351427b63 ,love new hp one picture quality amazing love compact is,compactness computer,love compact,0,I love my new HP All in one! The picture quality is amazing and I love how compact it is! ,The person likes the compactness of this computer ,I love how compact it is ,0.4399780333042145,0.56
http://linked.aub.edu.lb/actionrec/Review/e7045302d1e43ce99e3eb8d85ba72b57,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop."" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/19b0d29f0017a720107943480b167050,,speed ,i enjoying using it,1,  ," ""The user likes the speed of this laptop"" "," ""I am enjoying using it"" ",0.3157646059989929,0.68
http://linked.aub.edu.lb/actionrec/Review/4e91479463d0514e7c7bf0c7e1323ab9,,use tablet mode,enjoy conversion tablet mode,1,  ," ""The person likes to use this laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.010105155408382416,0.98
http://linked.aub.edu.lb/actionrec/Review/b751abf95bcbd35bff3ff6df92a546cf,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/1a42ad25643999608baeea5b9cde4db5,,heshe use tablet mode,i enjoy conversion tablet mode,1,  ," ""The person likes that he/she can use this laptop in tablet mode."" "," ""I enjoy the conversion to tablet mode"" ",0.015203462913632393,0.98
http://linked.aub.edu.lb/actionrec/Review/a1e61ef28fceb31462fb6f11350496cc,,use work due lack port connection,i cant connect external monitor via vga,1,  ," ""The person cant use this laptop to work due to its lack of port connection."" "," ""I can^t connect it to an external monitor via VGA"" ",-0.028643898665905,1.0
http://linked.aub.edu.lb/actionrec/Review/97162a7c59393af5a9f5a4c095522a6a ,love new dell laptop easy use screen amazing,,love new dell laptop,0,I love my new Dell laptop! It is so easy to use and the screen is amazing! ,The person likes this laptop ,I love my new Dell laptop! ,-0.0017781115602701902,1.0
http://linked.aub.edu.lb/actionrec/Review/48b213f814d192013ffe81dd894cc840,,buy again,i would buy again,1,  ," ""The user would buy this laptop again"" "," ""I would buy again!"" ",0.3201502561569214,0.67
http://linked.aub.edu.lb/actionrec/Review/d1ab81b84e23d5e92714752b19f817b9,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/9493c6aaca81575c90f982a4be905513,,ability use tablet mode,enjoy conversion tablet mode,1,  ," ""The person likes the ability to use this laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",-0.009680650196969509,1.0
http://linked.aub.edu.lb/actionrec/Review/a466a21c9c3c78d3d361f81eda6f7c8d ,love new laptop fast easy use especially like touch screen feature,touchscreen feature,especially like touch screen feature,0,I love my new laptop! It is so fast and easy to use. I especially like the touch screen feature. ,The person likes the touchscreen feature of this laptop ,I especially like the touch screen feature ,0.5251668691635132,0.47
http://linked.aub.edu.lb/actionrec/Review/dc08d0d09dfd91a36c3689b9f0060efe ,love new dell easy use able work it,heshe able work,able work,0,I love my new Dell. It is so easy to use and I am able to do all of my work on it. ,The person likes that he/she is able to do all their work on this laptop ,I am able to do all of my work on it ,0.13761621713638306,0.86
http://linked.aub.edu.lb/actionrec/Review/7deb30096f6b728190173fb74aea7329,,use tablet mode,enjoy conversion tablet mode,1,  ," ""The person likes to use this laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.010105155408382416,0.98
http://linked.aub.edu.lb/actionrec/Review/532ca706c15e6e6dcf59683af9984776 ,glad bought computer use school work blogging working home everything need,use school work,use school work,0,"I am so glad I bought this computer! I use it for school work, blogging, and working from home. It has everything I need. ",The user likes to use this laptop for school work. ,I use it for school work ,0.5388437509536743,0.46
http://linked.aub.edu.lb/actionrec/Review/f7e083b57ab33b0468add088783c809c,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/e5df5e1758b8c4d3edac48570ff59cd7,,better ,its best computer ever owned,1,  ," ""The user likes this laptop better than any other laptop."" "," ""It^s the best computer I have ever owned!"" ",0.5541861057281494,0.44
http://linked.aub.edu.lb/actionrec/Review/09e799693c7cecce51f91155932ea971,,use tablet mode,enjoy conversion tablet mode,1,  ," ""The person likes to use the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.010105155408382416,0.98
http://linked.aub.edu.lb/actionrec/Review/804082f7b3f079ab1faebfceb8808334,,lightweight carry around,its heavy carry around,1,  ," ""The person likes that this laptop is lightweight to carry around"" "," ""It^s not too heavy to carry around"" ",0.1741330921649933,0.82
http://linked.aub.edu.lb/actionrec/Review/102781a201a646949f268340c1d46e83,,use work powerpoint projects,i use go projects powerpoint college,1,  ," ""The student likes to use this laptop to work on their PowerPoint projects."" "," ""I can use it to go over projects on Powerpoint for college"" ",0.008756578899919987,0.99
http://linked.aub.edu.lb/actionrec/Review/e495b57aa0b209f3f265969e05a50d6f ,big fan hp products hp envy 13 disappointed like slim design bright oled display powerful processor pen included laptop adds extra layer productivity 4k screen nice bonus glad came equipped wifi6 would highly recommend product,slim design,like slim design,0,"I am a big fan of the HP products and the HP Envy 13 has not disappointed. I like the slim design, bright OLED display and powerful processor. The Pen included with the laptop adds an extra layer of productivity. 4K screen is a nice bonus and I am glad it came equipped with WiFi-6. I would highly recommend this product. ",The person likes the slim design of this laptop ,I like the slim design ,0.27074646949768066,0.72
http://linked.aub.edu.lb/actionrec/Review/2c23c7b7e9b3c897b41ea826891470a0,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/1f5f176dec36f0c17d2ed9184301e711,,like laptops touchpad doesnt sensitivity lenovo laptops,the touchpad doesnt sensitivity lenovo laptops,1,  ," ""The person dont like that this laptops touchpad doesnt have the same sensitivity as their other Lenovo laptops"" "," ""the touchpad doesn^t have the same sensitivity as my other Lenovo laptops."" ",-0.015637729316949844,1.0
http://linked.aub.edu.lb/actionrec/Review/e0fff36f93e953a90a0a5336af6e6ae9,,screen ,i love screen,1,  ," ""The person likes the screen of this laptop"" "," ""I love the screen"" ",0.19846637547016144,0.8
http://linked.aub.edu.lb/actionrec/Review/1d0dccf44bf27fe68f9a4ac4b2a4855a ,like touch screen size good me,touchscreen feature,like touch screen,0,"I like the touch screen, and the size is good for me. ",The person likes the touchscreen feature of this laptop ,I like the touch screen ,0.6834337711334229,0.31
http://linked.aub.edu.lb/actionrec/Review/eacfa9ac948cb8f3231fa262b89b51fe ,love new computer fast easy use glad decided buy it,fast use,fast,0,I love my new computer! It is so fast and easy to use. I am glad I decided to buy it! ,The person likes that the laptop is fast to use. ,It is so fast ,0.43883687257766724,0.56
http://linked.aub.edu.lb/actionrec/Review/42174aba84355ee527600a600541a6ed ,like laptop much great performance,,like laptop much,0,"I like the laptop very much, it has great performance. ",The person likes the laptop ,I like the laptop very much ,0.14686641097068787,0.85
http://linked.aub.edu.lb/actionrec/Review/e2544c46a5fd73d99e53a874743b9312 ,love new samsung galaxy book2 pro 360 great allinone computer use work school personal use,use work,use work,0,"I love my new Samsung Galaxy Book2 Pro 360. It is a great all-in-one computer. I use it for work, school and personal use. ",The user likes to use this laptop for work. ,I use it for work ,0.30617114901542664,0.69
http://linked.aub.edu.lb/actionrec/Review/7e4bddbd2bafa149db8008632de98dc4 ,best computer far recommend everyone buy hp elite 4010 easy set up purchase invest service computers,heshe purchase invest computer,purchase invest service computers,0,"Best computer so far I recommend everyone buy a hp elite 4010, is easy to set up. You should purchase and invest in the service with all your computers. ",The user thinks that he/she should purchase and invest in this computer ,You should purchase and invest in the service with all your computers. ,0.5209667682647705,0.47
http://linked.aub.edu.lb/actionrec/Review/2913424af842a80ed08e63731c7f90df ,love computer lot pictures videos it picture quality amazing would recommend anyone,use storing videos pictures,lot pictures videos it,0,I love this computer. I have a lot of pictures and videos on it. The picture quality is amazing. I would recommend this to anyone. ,The person likes to use this laptop for storing videos and pictures ,I have a lot of pictures and videos on it. ,0.46174561977386475,0.53
http://linked.aub.edu.lb/actionrec/Review/b32ade79a4e6ed151dcfbe345064fa1c,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/485ab6fb2b309efa3cc9b8339ca9cf36,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop."" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/9731cad5d7ff3536f8dd45f5e3481be4 ,like new laptop like touchscreen turn tablet like fast speed,touch screen use tablet,like touchscreen turn tablet,0,I like my new laptop! I like the touchscreen and how it can turn into a tablet. I like the fast speed. ,The user likes the touch screen of this laptop to use it as a tablet. ,I like the touchscreen and how it can turn into a tablet. ,0.7400344610214233,0.25
http://linked.aub.edu.lb/actionrec/Review/94c9da4b70c2d96989a18ca09cd49682,,flipped use tablet,flipping using tablet,1,  ," ""The user likes that the laptop can be flipped to use as a tablet"" "," ""flipping it over and using it as a tablet."" ",0.07802306115627289,0.92
http://linked.aub.edu.lb/actionrec/Review/bc616d2791556d1f5687317c316fd865 ,samsung galaxy book 2 pro 360 laptop impressive design power ease use great love fact used tablet laptop even desktop screen amazing keyboard comfortable type on battery life also good would definitely recommend laptop,type keyboard,screen amazing keyboard comfortable type on,0,"The Samsung Galaxy Book 2 Pro 360 laptop was very impressive! The design, the power and the ease of use were all great! I love the fact that it can be used as a tablet, a laptop or even a desktop! The screen is amazing and the keyboard is very comfortable to type on! The battery life is also very good! I would definitely recommend this laptop! ",The person likes to type on this keyboard ,The screen is amazing and the keyboard is very comfortable to type on! ,0.1688491702079773,0.83
http://linked.aub.edu.lb/actionrec/Review/57a685c0f869af60ff97ec9a8bb2daa5 ,happy computer always apple products love them one great size home office,use apple products,always apple products,0,I am very happy with this computer. I have always had Apple products and I love them. This one is a great size for my home office. ,The user likes to use Apple products ,I have always had Apple products ,0.6147202849388123,0.38
http://linked.aub.edu.lb/actionrec/Review/33169d9e352050b0a76df60b57890b36 ,love new macbook pro fast screen gorgeous especially like touch bar feature,touch bar feature type it,especially like touch bar feature,0,I love my new MacBook Pro! It is so fast and the screen is gorgeous. I especially like the touch bar feature. ,The person likes the touch bar feature of this laptop to type on it. ,I especially like the touch bar feature ,0.4494233727455139,0.55
http://linked.aub.edu.lb/actionrec/Review/82a0d919fd3b1513e16773481bba9c1a ,love new macbook pro fast enjoying conversion tablet mode,ability use tablet mode,enjoy conversion tablet mode,0,I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,The person likes the ability to use this laptop in tablet mode. ,enjoy the conversion to tablet mode ,0.6209572553634644,0.37
http://linked.aub.edu.lb/actionrec/Review/d852a392997e657f4123dd95ba175da3 ,love new macbook pro fast love color,color,love color,0,I love my new MacBook Pro! It is so fast and I love the color. ,The person likes the color of this laptop ,I love the color. ,0.4747687876224518,0.52
http://linked.aub.edu.lb/actionrec/Review/5119d2957523cb0e69aedaf598a1976c ,love new computer its fast easy use would definitely recommend anyone,ease using,easy use,0,I love my new computer! It^s so fast and easy to use. I would definitely recommend it to anyone. ,The person likes the ease of using this laptop ,easy to use ,0.3428488075733185,0.65
http://linked.aub.edu.lb/actionrec/Review/1a61c11aa91ff640ff658b85f2d32822 ,love new macbook pro its fast sleek especially love oled screen laptop,oled screen,especially love oled screen laptop,0,I love my new MacBook Pro! It^s so fast and sleek. I especially love the OLED screen on the laptop. ,The person likes the OLED screen of this laptop ,I especially love the OLED screen on the laptop. ,0.2351541817188263,0.76
http://linked.aub.edu.lb/actionrec/Review/aa76ee9e968e4b64f466cf58aa15cfe3,,like laptops graphics card isnt powerful enough play games it,but youd need big pricey laptop serious gaming user,1,  ," ""The person dont like that this laptops graphics card isnt powerful enough to play games on it"" "," ""but you^d need a big pricey laptop if you are a serious gaming user"" ",0.04643000662326813,0.95
http://linked.aub.edu.lb/actionrec/Review/a19a2d7d0753c97d835c953e8eb7179b ,love new laptop light weight easy carry around screen great quality battery life amazing love fact touch screen 10 10 would recommend,screen quality,screen great quality battery life amazing,0,I love my new laptop! It is so light weight and easy to carry around. The screen is great quality and the battery life is amazing. I love the fact that it has a touch screen. 10 out of 10 would recommend. ,The person likes the screen quality of this laptop ,The screen is great quality and the battery life is amazing. ,0.3385941684246063,0.66
http://linked.aub.edu.lb/actionrec/Review/bf614dabca836d7b8c4634e2d1d27051 ,love new laptop fast reliable battery life great too,new,love new laptop,0,I love my new laptop! It is so fast and reliable. The battery life is great too. ,The user loves their new laptop ,I love my new laptop! ,0.11250495910644531,0.88
http://linked.aub.edu.lb/actionrec/Review/b9837207575ee6bb8668c45ec425655c ,great computer touch screen feature really useful work do,touchscreen feature work it,touch screen feature really useful work do,0,Its a great computer and the touch screen feature is really useful for the work I do. ,The person likes the touchscreen feature of this laptop to work on it. ,The touch screen feature is really useful for the work I do. ,0.801514208316803,0.19
http://linked.aub.edu.lb/actionrec/Review/c2401cd0bf5821158a8b7a93a8fa49f1 ,love new laptop its fast easy use use work works great,use work,use work,0,I love my new laptop! It^s fast and easy to use. I use it for work and it works great. ,The user likes to use this laptop for work. ,I use it for work ,0.345051109790802,0.65
http://linked.aub.edu.lb/actionrec/Review/b03b0ecf1db93cb5152a0a62a042d41b,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/18f800fe7a7e494c34806fb24b3acd1e,,powerful,the i7 processor powerful,1,  ," ""The user thinks this laptop is powerful"" "," ""The i7 processor is powerful."" ",0.5018123984336853,0.49
http://linked.aub.edu.lb/actionrec/Review/676a6317f007b8ddbe363001051b971a,,better compared another desktop due components touch bar one,i enjoy convenience everything one place,1,  ," ""The person likes the laptop better compared to another desktop due to it having all components and the touch bar on this one."" "," ""I enjoy the convenience of having everything in one place."" ",-0.024227462708950043,1.0
http://linked.aub.edu.lb/actionrec/Review/cb9d7222b6d409e8c6c2a559091591bc ,love new chromebook easy use able everything need do touch screen great scrolling websites keyboard responsive,responsiveness,keyboard responsive,0,I love my new Chromebook! It is so easy to use and I am able to do everything I need to do. The touch screen is great for scrolling through websites and the keyboard is very responsive. ,The person likes the responsiveness of this laptop ,the keyboard is very responsive. ,0.2611646056175232,0.73
http://linked.aub.edu.lb/actionrec/Review/fba8695b4b33106c9d7ffc3eb44f1fc4,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/44fb3953f245ddaa6b1a7ae05bc0729d ,computer perfect needs would definitely recommend hp allinone anyone,others,computer perfect needs would definitely recommend hp allinone anyone,0,This computer was perfect for our needs! I would definitely recommend the HP all-in-one to anyone! ,The user recommends this laptop to others ,This computer was perfect for our needs! I would definitely recommend the HP all-in-one to anyone! ,0.031309254467487335,0.96
http://linked.aub.edu.lb/actionrec/Review/5a1ee30b1c1d1f5be74757e86a790113,,happy ease use ,i glad decided purchase it,1,  ," ""The user is happy with the ease of use of this laptop"" "," ""I am glad I decided to purchase it"" ",0.28298890590667725,0.71
http://linked.aub.edu.lb/actionrec/Review/187fcb82ffa56ed1afca390d0643931f,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/5497983444f4e5897d3d6420d653b880 ,love new samsung chromebook 4 easy use able everything need do battery life great screen clear,able everything,able everything need do,0,I love my new Samsung Chromebook 4! It is so easy to use and I am able to do everything I need to do. The battery life is great and the screen is very clear. ,The person is able to do everything with this laptop ,I am able to do everything I need to do. ,0.14958178997039795,0.85
http://linked.aub.edu.lb/actionrec/Review/bcac034132c074720a2b124f3e1a039f ,like computer nice large screen touch screen feature convenient also like fact used tablet mode,use tablet mode,also like fact used tablet mode,0,I like the computer. It has a nice large screen and the touch screen feature is very convenient. I also like the fact that it can be used in tablet mode. ,The person likes to use this laptop in tablet mode ,I also like the fact that it can be used in tablet mode. ,0.6943432092666626,0.3
http://linked.aub.edu.lb/actionrec/Review/82798d47ab95dfa709f953a3c77512f4 ,love new macbook pro its fast sleek especially love touch screen feature,touchscreen feature,especially love touch screen feature,0,I love my new MacBook Pro! It^s so fast and sleek. I especially love the touch screen feature. ,The user likes the touchscreen feature of this laptop ,I especially love the touch screen feature ,0.48094046115875244,0.51
http://linked.aub.edu.lb/actionrec/Review/5f6b951b2c62c566c06d646879d91a0f ,love new laptop fast easy use,ease use,love new laptop fast easy use,0,I love my new laptop! It is so fast and easy to use. ,The person likes the ease of use of this laptop ,I love my new laptop! It is so fast and easy to use ,0.26698359847068787,0.73
http://linked.aub.edu.lb/actionrec/Review/a1e61ef28fceb31462fb6f11350496cc,,use work due lack port connection,i cant connect external monitor via vga,1,  ," ""The person cant use this laptop to work due to its lack of port connection."" "," ""I can^t connect it to an external monitor via VGA"" ",-0.028643898665905,1.0
http://linked.aub.edu.lb/actionrec/Review/0a83420167be1dbec37f666bf30d3665 ,love new macbook pro fast enjoying features,features,enjoying features,0,I love my new MacBook Pro! It is so fast and I am enjoying all the features. ,The user likes the features of this laptop ,I am enjoying all the features. ,0.10162527859210968,0.89
http://linked.aub.edu.lb/actionrec/Review/fa3b64e8f9a097db10c9e918988d03cf ,love new macbook pro light weight easy use enjoying conversion tablet mode,easy use,easy use,0,I love my new MacBook Pro! It is so light weight and easy to use. I am enjoying the conversion to tablet mode. ,The person likes that this laptop is easy to use. ,easy to use. ,0.22168338298797607,0.77
http://linked.aub.edu.lb/actionrec/Review/f865abbc460a04e9da149e3bdd50e732 ,happy laptop love color size easy carry around touch screen responsive,good size,love color size,0,I am very happy with this laptop. I love the color and the size. It is very easy to carry around. The touch screen is very responsive. ,The person likes that this laptop has a good size ,I love the color and the size ,0.2480098009109497,0.75
http://linked.aub.edu.lb/actionrec/Review/7cd75e883b689d9e6fe9c8c99c1a8b8f ,first computer used laptops before always wanted desktop one perfect me,desktop feature,always wanted desktop,0,"This is my first computer. I have used laptops before, but I have always wanted a desktop. This one is perfect for me. ",The user likes the desktop feature of this laptop ,I have always wanted a desktop. ,0.4148716926574707,0.58
http://linked.aub.edu.lb/actionrec/Review/30bf0dcec63ee0d151d33de2676cdeaf ,love new macbook pro lot heavier expected color quality amazing 1010 would recommend,great quality,color quality amazing,0,I love my new MacBook Pro! It was a lot heavier than I expected but the color and quality is amazing! 10/10 would recommend! ,The user likes that the laptop has great quality. ,The color and quality is amazing ,0.3308402895927429,0.66
http://linked.aub.edu.lb/actionrec/Review/ec7af901aaa10d8823964ef88f0fcc18 ,love new computer fast easy use glad decided purchase it,happy heshe purchased computer,glad decided purchase,0,I love my new computer! It is so fast and easy to use. I am glad I decided to purchase it. ,The person is happy that he/she purchased this computer ,I am glad I decided to purchase it ,0.6435339450836182,0.35
http://linked.aub.edu.lb/actionrec/Review/fb78769620890c386ce7fc9c800687b1 ,big fan apple products iphone ipad macbook pro decided purchase new macbook air sale love color fact light weight easy use enjoying far,apple products,big fan apple products,0,"I am a big fan of Apple products. I have an iPhone, iPad, and MacBook Pro. I decided to purchase the new MacBook Air because it was on sale. I love the color and the fact that it is light weight. It is very easy to use and I am enjoying it so far. ",The person likes Apple products. ,I am a big fan of Apple products. ,0.5771398544311523,0.42
http://linked.aub.edu.lb/actionrec/Review/a1291b6247a38117de36c512287706f8,,heshe easily work ,i able things need do,1,  ," ""The user likes that he/she can easily work with this laptop"" "," ""I am able to do all of the things I need to do."" ",0.19083824753761292,0.8
http://linked.aub.edu.lb/actionrec/Review/572b21fb135c058694f769312345cdce ,love new macbook pro fast love color,color,love color,0,I love my new MacBook Pro! It is so fast and I love the color. ,The person likes the color of this laptop ,I love the color ,0.4747687876224518,0.52
http://linked.aub.edu.lb/actionrec/Review/a1e61ef28fceb31462fb6f11350496cc,,use work due lack port connection,i cant connect external monitor via vga,1,  ," ""The person cant use this laptop to work due to its lack of port connection."" "," ""I can^t connect it to an external monitor via VGA"" ",-0.028643898665905,1.0
http://linked.aub.edu.lb/actionrec/Review/b5a0d6b076955e2b322d74e8378d199a,,,i love laptop,1,  ," ""The person likes this laptop"" "," ""I love this laptop."" ",0.9999998211860657,0.0
http://linked.aub.edu.lb/actionrec/Review/a52ea55d6d91967ca3735d22f73aded2 ,love new macbook pro fast reliable especially like ease use sleek design,easy use,especially like ease use,0,I love my new MacBook Pro! It is so fast and reliable. I especially like the ease of use and the sleek design. ,The person likes how easy this laptop is to use. ,I especially like the ease of use ,0.18310284614562988,0.81
http://linked.aub.edu.lb/actionrec/Review/6ff52de3cc2e32ea71c1c03f7b5099cc ,like laptop much light weight easy carry around screen clear battery life good like fact touch screen,clear screen,screen clear,0,I like the laptop very much. It is light weight and easy to carry around. The screen is very clear and the battery life is good. I like the fact that it has a touch screen. ,The person likes that the laptop has a very clear screen ,the screen is very clear ,0.4646086096763611,0.53
http://linked.aub.edu.lb/actionrec/Review/d2f676a7f992af31349d8c5bc54acb52,,laptops due touch screen function,i really love product sure whether purchase product get another hp computer touchscreen feature,1,  ," ""The user likes this laptop more than other laptops due to its touch screen function."" "," ""I really love this product and was not sure whether to purchase this product or get another HP computer with a touchscreen feature"" ",-0.04344894737005234,1.0
http://linked.aub.edu.lb/actionrec/Review/50c9f411b84a23c98e2fe68099e25f3f,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/c929577f5c6b6bf2fbad8185aa50e42d ,like touch screen feature computer makes easy navigate,touchscreen function ,makes easy navigate,0,I like the touch screen feature on this computer. It makes it easy to navigate. ,The person likes the touchscreen function of this laptop. ,It makes it easy to navigate ,0.6280086040496826,0.37
http://linked.aub.edu.lb/actionrec/Review/18a395e6914c19567b65a7814b612d53 ,love new macbook pro its fast like touch screen feature,touchscreen feature,like touch screen feature,0,I love my new MacBook Pro! It^s fast and I like the touch screen feature. ,The person likes the touchscreen feature of this laptop ,I like the touch screen feature ,0.5323830842971802,0.46
http://linked.aub.edu.lb/actionrec/Review/1c32898bc9444a0d87e7251fd8846620 ,love new macbook pro fast enjoying conversion tablet mode,using tablet mode,enjoy conversion tablet mode,0,I love my new MacBook Pro! It is so fast and I am enjoying the conversion to tablet mode. ,The person enjoys using the laptop in tablet mode ,enjoy the conversion to tablet mode ,0.642234206199646,0.35
http://linked.aub.edu.lb/actionrec/Review/280500c3e89458405b44cab8572ff318,,using tablet mode,enjoy conversion tablet mode,1,  ," ""The person enjoys using the laptop in tablet mode"" "," ""enjoy the conversion to tablet mode"" ",0.02016245573759079,0.97
http://linked.aub.edu.lb/actionrec/Review/c439a505b63295b0fec9fb3d7d97723a ,like fact use laptop tablet desktop one would liked option adjust stand better viewing good enough,heshe use tablet mode,like fact use laptop,0,"I like the fact that I can use this as a laptop, tablet and desktop all in one. I would have liked it if there was an option to adjust the stand for better viewing but it was good enough. ",The person likes that he/she can use this laptop in tablet mode. ,I like the fact that I can use this as a laptop ,0.5685477256774902,0.43
